Episode,Reward,Length,Epsilon,Loss,Total Steps,Episode Time,Average Step Time,Average Learn Time,Timestamp
0,111.5999999999999,46,0.8955,4.454231985410055,46,34.053926944732666,739.6120040313057,78.37255795796712,2025-04-17 18:54:25
