Episode,Reward,Length,Epsilon,Loss,Total Steps,Episode Time,Average Step Time,Average Learn Time,Timestamp
0,101.19999999999992,42,0.8955,2.912036194042726,42,28.873342037200928,686.4148321605865,95.90868516401811,2025-04-17 18:32:35
