Episode,Reward,Length,Epsilon,Loss,Total Steps,Episode Time,Average Step Time,Average Learn Time,Timestamp
0,-7.4,1,0.995,0,1,0.6710638999938965,667.1419143676758,0,2025-04-18 13:19:20
