Episode,Reward,Length,Epsilon,Loss,Total Steps,Episode Time,Average Step Time,Average Learn Time,Timestamp
0,128.79999999999987,53,0.995,3.487896507436579,53,57.18067026138306,1077.444112525796,84.34253389185125,2025-04-18 13:05:53
