Episode,Reward,Length,Epsilon,Loss,Total Steps,Episode Time,Average Step Time,Average Learn Time,Timestamp
0,312.2000000000002,122,0.995,2.734909081524545,122,134.57586693763733,1102.3651400550466,63.656259369064166,2025-04-18 13:02:32
